ID Name,Gear Type,Color,Language
OAH_12-074,line,red,nan
OAH_12-075,line,black,nan
OAH_12-076,line,black,nan
OAH_12-079,line,multi,nan
OAH_12-081,line,multi,nan
OAH_12-082,line,black,nan
OAH_12-083,line,grey,nan
OAH_12-084,line,green,nan
OAH_12-085,line,black,nan
OAH_12-086,line,black,nan
OAH_12-087,line,black,nan
OAH_12-088,line,green,nan
OAH_12-089,line,multi,nan
OAH_12-090,line,grey,nan
OAH_12-091,line,white,nan
OAH_12-092,line,green,nan
OAH_12-096,line,green,nan
OAH_12-097,line,orange,nan
OAH_12-098,line,grey,nan
OAH_12-100,line,green,nan
OAH_12-101,line,green,nan
OAH_12-102,line,green,nan
OAH_12-103,line,orange,nan
OAH_12-104,line,black,nan
OAH_12-105,line,green,nan
OAH_12-106,line,blue,nan
OAH_12-107,line,multi,nan
OAH_12-108,line,yellow,nan
OAH_13-002,float,multi,english
OAH_13-088,line,multi,nan
OAH_13-096,line,multi,nan
OAH_13-106,line,multi,nan
OAH_13-107,line,multi,nan
OAH_13-108,line,multi,nan
OAH_13-109,line,multi,nan
OAH_13-110,line,multi,nan
OAH_13-111,line,multi,nan
OAH_13-112,line,multi,nan
OAH_13-113,line,multi,nan
OAH_13-114,line,multi,nan
OAH_13-115,line,multi,nan
OAH_14-001,buoy,multi,english
OAH_17_Hardplastics-107,hard plastic,silver,japanese
OAH_17_Hardplastics-135,float,white,nan
OAH_17_Hardplastics-136,float,orange,nan
OAH_17_Hardplastics-139,float,black,nan
OAH_17_Hardplastics-140,float,orange,nan
OAH_17_Hardplastics-141,float,white,nan
OAH_17_Hardplastics-001,hard plastic,grey,nan
OAH_17_Hardplastics-002,hard plastic,green,nan
OAH_17_Hardplastics-003,hard plastic,black,korean
OAH_17_Hardplastics-004,hard plastic,black,*nophotosofthewriting
OAH_17_Hardplastics-005,hard plastic,black,korean
OAH_17_Hardplastics-006,hard plastic,black,korean
OAH_17_Hardplastics-007,hard plastic,black,nan
OAH_17_Hardplastics-008,hard plastic,black,nan
OAH_17_Hardplastics-009,hard plastic,black,nan
OAH_17_Hardplastics-010,hard plastic,black,nan
OAH_17_Hardplastics-011,hard plastic,black,nan
OAH_17_Hardplastics-012,hard plastic,black,nan
OAH_17_Hardplastics-013,hard plastic,black,nan
OAH_17_Hardplastics-014,hard plastic,black,nan
OAH_17_Hardplastics-015,hard plastic,black,nan
OAH_17_Hardplastics-016,hard plastic,black,nan
OAH_17_Hardplastics-017,hard plastic,black,nan
OAH_17_Hardplastics-018,hard plastic,black,nan
OAH_17_Hardplastics-019,hard plastic,black,nan
OAH_17_Hardplastics-020,hard plastic,black,nan
OAH_17_Hardplastics-021,hard plastic,black,nan
OAH_17_Hardplastics-022,hard plastic,black,nan
OAH_17_Hardplastics-023,hard plastic,black,nan
OAH_17_Hardplastics-024,hard plastic,black,nan
OAH_17_Hardplastics-025,hard plastic,black,nan
OAH_17_Hardplastics-026,hard plastic,black,nan
OAH_17_Hardplastics-027,hard plastic,black,nan
OAH_17_Hardplastics-028,hard plastic,black,nan
OAH_17_Hardplastics-029,hard plastic,black,nan
OAH_17_Hardplastics-030,hard plastic,black,nan
OAH_17_Hardplastics-031,hard plastic,black,nan
OAH_17_Hardplastics-032,hard plastic,black,nan
OAH_17_Hardplastics-033,hard plastic,black,nan
OAH_17_Hardplastics-034,hard plastic,green,nan
OAH_17_Hardplastics-036,hard plastic,black,english
OAH_17_Hardplastics-037,hard plastic,black,nan
OAH_17_Hardplastics-038,hard plastic,yellow,nan
OAH_17_Hardplastics-039,hard plastic,red,nan
OAH_17_Hardplastics-040,hard plastic,black,english
OAH_17_Hardplastics-041,hard plastic,black,nan
OAH_17_Hardplastics-044,hard plastic,black,nan
OAH_17_Hardplastics-045,hard plastic,grey,english
OAH_17_Hardplastics-057,hard plastic,multi,english
OAH_17_Hardplastics-058,hard plastic,green,nan
OAH_17_Hardplastics-059,hard plastic,blue,nan
OAH_17_Hardplastics-060,hard plastic,white,nan
OAH_17_Hardplastics-061,hard plastic,blue,nan
OAH_17_Hardplastics-062,hard plastic,blue,nan
OAH_17_Hardplastics-063,hard plastic,blue,nan
OAH_17_Hardplastics-064,hard plastic,blue,nan
OAH_17_Hardplastics-065,hard plastic,yellow,nan
OAH_17_Hardplastics-066,hard plastic,yellow,nan
OAH_17_Hardplastics-067,hard plastic,orange,nan
OAH_17_Hardplastics-068,hard plastic,multi,nan
OAH_17_Hardplastics-070,hard plastic,blue,nan
OAH_17_Hardplastics-072,hard plastic,white,nan
OAH_17_Hardplastics-074,hard plastic,blue,
OAH_17_Hardplastics-076,hard plastic,white,nan
OAH_17_Hardplastics-077,hard plastic,green,nan
OAH_17_Hardplastics-078,hard plastic,blue,nan
OAH_17_Hardplastics-080,hard plastic,grey,nan
OAH_17_Hardplastics-081,hard plastic,black,nan
OAH_17_Hardplastics-082,hard plastic,black,nan
OAH_17_Hardplastics-083,hard plastic,black,nan
OAH_17_Hardplastics-084,hard plastic,black,nan
OAH_17_Hardplastics-085,hard plastic,black,nan
OAH_17_Hardplastics-086,hard plastic,black,nan
OAH_17_Hardplastics-088,hard plastic,black,nan
OAH_17_Hardplastics-089,hard plastic,black,nan
OAH_17_Hardplastics-090,hard plastic,black,nan
OAH_17_Hardplastics-091,hard plastic,black,nan
OAH_17_Hardplastics-092,hard plastic,black,nan
OAH_17_Hardplastics-093,hard plastic,black,nan
OAH_17_Hardplastics-094,hard plastic,black,englishjapanese
OAH_17_Hardplastics-095,hard plastic,black,englishjapanese
OAH_17_Hardplastics-096,hard plastic,black,nan
OAH_17_Hardplastics-097,hard plastic,black,nan
OAH_17_Hardplastics-098,hard plastic,black,japanese
OAH_17_Hardplastics-099,hard plastic,black,nan
OAH_17_Hardplastics-100,hard plastic,black,nan
OAH_17_Hardplastics-101,hard plastic,blue,english
OAH_17_Hardplastics-102,hard plastic,blue,english
OAH_17_Hardplastics-103,hard plastic,green,english
OAH_17_Hardplastics-104,hard plastic,clear,nan
OAH_17_Hardplastics-105,hard plastic,blue,nan
OAH_17_Hardplastics-106,hard plastic,green,nan
OAH_17_Hardplastics-108,hard plastic,white,nan
OAH_17_Hardplastics-109,hard plastic,white,english
OAH_17_Hardplastics-110,hard plastic,clear,nan
OAH_17_Hardplastics-111,hard plastic,white,nan
OAH_17_Hardplastics-113,hard plastic,black,english
OAH_17_Hardplastics-114,hard plastic,black,nan
OAH_17_Hardplastics-115,hard plastic,blue,chinese
OAH_17_Hardplastics-116,hard plastic,yellow,nan
OAH_17_Hardplastics-117,hard plastic,orange,nan
OAH_17_Hardplastics-118,hard plastic,black,nan
OAH_17_Hardplastics-119,hard plastic,black,nan
OAH_17_Hardplastics-120,hard plastic,black,chinese
OAH_17_Hardplastics-121,hard plastic,black,nan
OAH_17_Hardplastics-122,hard plastic,black,
OAH_17_Hardplastics-123,hard plastic,black,nan
OAH_17_Hardplastics-124,hard plastic,black,nan
OAH_17_Hardplastics-125,hard plastic,black,nan
OAH_17_Hardplastics-126,hard plastic,black,*drawing
OAH_17_Hardplastics-127,hard plastic,black,nan
OAH_17_Hardplastics-128,hard plastic,black,nan
OAH_17_Hardplastics-129,hard plastic,black,nan
OAH_17_Hardplastics-130,hard plastic,black,nan
OAH_17_Hardplastics-131,hard plastic,black,nan
OAH_17_Hardplastics-132,hard plastic,black,nan
OAH_17_Hardplastics-133,hard plastic,black,
OAH_17_Hardplastics-134,hard plastic,black,nan
OAH_17_Hardplastics-138,float,black,english
OAH_17_Hardplastics-142,hard plastic,green,nan
OAH_17_Hardplastics-143,hard plastic,white,nan
OAH_17_Hardplastics-144,hard plastic,multi,nan
OAH_17_Hardplastics-145,hard plastic,white,nan
OAH_17_Hardplastics-146,hard plastic,multi,nan
OAH_17_Hardplastics-147,hard plastic,multi,english
OAH_17_Hardplastics-148,hard plastic,multi,nan
OAH_17_Hardplastics-149,hard plastic,multi,nan
OAH_17_Hardplastics-150,hard plastic,multi,nan
OAH_17_Hardplastics-151,hard plastic,green,nan
OAH_17_Hardplastics-152,hard plastic,white,nan
OAH_17_Hardplastics-153,hard plastic,multi,nan
OAH_17_Hardplastics-154,hard plastic,multi,english
OAH_17_Hardplastics-155,hard plastic,white,nan
OAH_17_Hardplastics-156,hard plastic,multi,nan
OAH_17_Hardplastics-157,hard plastic,black,nan
OAH_17_Hardplastics-158,hard plastic,multi,nan
OAH_17_Hardplastics-159,hard plastic,white,nan
OAH_17_Hardplastics-160,hard plastic,white,nan
OAH_17_Hardplastics-161,hard plastic,black,nan
OAH_17_Hardplastics-162,hard plastic,black,nan
OAH_17_Hardplastics-164,hard plastic,black,nan
OAH_17_Hardplastics-165,hard plastic,black,nan
OAH_17_Hardplastics-166,hard plastic,black,nan
OAH_17_Hardplastics-167,hard plastic,black,nan
OAH_17_Hardplastics-168,hard plastic,white,nan
OAH_17_Hardplastics-169,hard plastic,white,nan
OAH_17_Hardplastics-170,hard plastic,multi,nan
OAH_17_Hardplastics-171,hard plastic,blue,nan
OAH_17_Hardplastics-172,hard plastic,blue,nan
OAH_17_Hardplastics-173,hard plastic,yellow,nan
OAH_17_Hardplastics-174,hard plastic,yellow,nan
OAH_17_Hardplastics-175,hard plastic,orange,nan
OAH_17_Hardplastics-176,hard plastic,black,nan
OAH_17_Hardplastics-177,hard plastic,black,nan
OAH_17_Hardplastics-178,hard plastic,black,english
OAH_17_Hardplastics-179,hard plastic,black,nan
OAH_17_Hardplastics-180,hard plastic,black,nan
OAH_17_Hardplastics-181,hard plastic,black,nan
OAH_17_Hardplastics-182,hard plastic,orange,nan
OAH_17_Hardplastics-183,hard plastic,white,nan
OAH_17_Hardplastics-184,hard plastic,yellow,nan
OAH_17_Hardplastics-185,hard plastic,black,nan
OAH_17_Hardplastics-186,hard plastic,grey,nan
OAH_17_Hardplastics-187,hard plastic,black,nan
OAH_17_Hardplastics-188,hard plastic,black,nan
OAH_17_HPmesh-048,hard plastic,white,english
OAH_17_HPmesh-101,hard plastic,black,nan
OAH_17_HPmesh-102,hard plastic,black,nan
OAH_17_HPmesh-103,hard plastic,black,
OAH_17_HPmesh-104,hard plastic,white,nan
OAH_17_Jennpile-008,hard plastic,white,latinstyleletters
OAH_17_Jennpile-001,line,blue,nan
OAH_17_Jennpile-009,metal,silver,nan
OAH_17_Jennpile-010,hard plastic,multi,nan
OAH_17_Jennpile-011,line,multi,nan
OAH_17_Lines-004,float,red,nan
OAH_17_Lines-056,float,orange,nan
OAH_17_Lines-67,float,white,nan
OAH_17_Lines-069,float,blue,nan
OAH_17_Lines-001,line,multi,nan
OAH_17_Lines-7,line,multi,nan
OAH_17_Lines-8,line,multi,nan
OAH_17_Lines-9,line,grey,nan
OAH_17_Lines-13,line,white,nan
OAH_17_Lines-15,line,white,nan
OAH_17_Lines-16,line,multi,nan
OAH_17_Lines-017,line,white,nan
OAH_17_Lines-18,line,multi,nan
OAH_17_Lines-19,line,white,nan
OAH_17_Lines-20,line,multi,nan
OAH_17_Lines-21,line,white,nan
OAH_17_Lines-22,line,multi,nan
OAH_17_Lines-23,line,multi,nan
OAH_17_Lines-24,line,multi,nan
OAH_17_Lines-024,line,black,nan
OAH_17_Lines-25,line,grey,nan
OAH_17_Lines-26,line,multi,nan
OAH_17_Lines-29,line,multi,nan
OAH_17_Lines-30,line,blue,nan
OAH_17_Lines-32,line,multi,nan
OAH_17_Lines-33,line,green,nan
OAH_17_Lines-34,line,orange,nan
OAH_17_Lines-35,line,black,nan
OAH_17_Lines-36,line,blue,nan
OAH_17_Lines-37,line,multi,nan
OAH_17_Lines-38,line,green,nan
OAH_17_Lines-39,line,multi,nan
OAH_17_Lines-40,line,multi,nan
OAH_17_Lines-41,line,multi,nan
OAH_17_Lines-42,line,multi,nan
OAH_17_Lines-43,line,multi,nan
OAH_17_Lines-44,line,multi,nan
OAH_17_Lines-45,line,multi,nan
OAH_17_Lines-46,line,multi,nan
OAH_17_Lines-47,line,green,nan
OAH_17_Lines-48,line,white,nan
OAH_17_Lines-49,line,multi,nan
OAH_17_Lines-50,line,multi,nan
OAH_17_Lines-51,line,green,nan
OAH_17_Lines-54,line,multi,nan
OAH_17_Lines-55,line,multi,nan
OAH_17_Lines-57,line,multi,nan
OAH_17_Lines-60,line,multi,nan
OAH_17_Lines-61,line,multi,nan
OAH_17_Lines-66,line,grey,nan
OAH_17_Lines-68,line,multi,nan
OAH_17_Lines-73,line,multi,nan
OAH_17_Lines-74,line,multi,nan
OAH_17_Lines-076,line,blue,nan
OAH_17_Lines-77,line,multi,nan
OAH_17_Lines-78,line,blue,nan
OAH_17_Lines-79,line,multi,nan
OAH_17_Lines-80,line,multi,nan
OAH_17_Lines-81,line,multi,nan
OAH_17_Lines-82,line,multi,nan
OAH_17_Lines-83,line,grey,nan
OAH_17_Lines-84,line,green,nan
OAH_17_Lines-85,line,blue,nan
OAH_17_Lines-87,line,multi,nan
OAH_17_Lines-89,line,multi,nan
OAH_17_Lines-90,line,black,nan
OAH_17_Lines-91,line,green,nan
OAH_17_Lines-92,line,multi,nan
OAH_17_Lines-93,line,multi,nan
OAH_17_Lines-094,line,multi,nan
OAH_17_Lines-95,line,green,nan
OAH_17_Lines-96,line,multi,nan
OAH_17_Lines-97,line,black,nan
OAH_17_Lines-98,line,green,nan
OAH_17_Lines-100,line,green,nan
OAH_17_LLpile-011,metal,silver,nan
OAH_17_LLpile-014,line,green,nan
OAH_17_LLpile-021,hard plastic,black,nan
OAH_17_LLpile-022,hard plastic,black,nan
OAH_17_LLpile-023,line,black,nan
OAH_17_tarp_sheet-017,hard plastic,white,english
OAH_17_tarp_sheet-018,hard plastic,grey,nan
OAH_17_tarp_sheet-019,hard plastic,black,nan
OAH_17_tarp_sheet-020,hard plastic,black,nan
OAH_17_tarp_sheet-021,hard plastic,black,nan
OAH_17_tarp_sheet-022,hard plastic,black,nan
OAH_17_unique-002,metal,silver,nan
OAH_17_unique-003,metal,silver,nan
OAH_17_unique-004,metal,multi,nan
OAH_17_yellownets-006,line,yellow,nan
OAH_18-001,line,white,nan
OAH_18-002,line,white,nan
OAH_18-003,line,white,nan
OAH_18-004,line,white,nan
OAH_19-001,float,black,japanese
OAH_19-002,float,black,japanese
OAH_19-003,float,black,english
OAH_19-004,float,black,english
OAH_19-006,float,orange,english
OAH_19-007,float,blue,nan
OAH_19-008,float,yellow,nan
OAH_20-005,float,multi,latinstyleletters
OAH_20-004,float,multi,nan
OAH_20-006,float,white,nan
OAH_21-003,line,yellow,nan
OAH_21-004,line,multi,nan
OAH_21-005,line,white,nan
OAH_21-006,line,green,nan
OAH_21-008,line,grey,nan
OAH_21-009,line,black,nan
OAH_21-011,line,blue,nan
OAH_21-012,line,multi,nan
OAH_21-014,line,multi,nan
OAH_21-015,line,multi,nan
OAH_21-019,line,orange,nan
OAH_21-020,line,yellow,nan
OAH_21-023,line,grey,nan
OAH_21-028,line,multi,nan
OAH_21-029,line,multi,nan
OAH_21-036,line,orange,nan
OAH_21-037,line,multi,nan
OAH_21-038,line,multi,nan
OAH_21-048,line,black,nan
OAH_21-049,line,grey,nan
OAH_21-050,line,black,nan
OAH_21-054,line,grey,nan
OAH_21-055,line,yellow,nan
OAH_21-056,line,multi,nan
OAH_21-058,line,green,nan
OAH_21-059,line,green,nan
OAH_21-060,line,orange,nan
OAH_21-061,line,yellow,nan
OAH_21-063,line,white,nan
OAH_21-065,line,multi,nan
OAH_21-067,line,yellow,nan
OAH_21-068,line,multi,nan
OAH_21-072,line,black,nan
OAH_21-073,line,multi,nan
OAH_21-074,line,multi,nan
OAH_21-076,line,multi,nan
OAH_22-003,line,black,nan
OAH_22-004,line,black,nan
OAH_22-005,line,multi,nan
OAH_22-006,line,orange,nan
OAH_22-007,line,green,nan
OAH_22-008,line,green,nan
OAH_22-011,line,clear,nan
OAH_22-012,line,multi,nan
OAH_22-013,line,grey,nan
OAH_22-014,line,multi,nan
OAH_22-015,line,white,nan
OAH_22-016,line,green,nan
OAH_22-018,line,yellow,nan
OAH_22-019,line,red,nan
OAH_22-020,line,black,nan
OAH_22-022,line,multi,nan
OAH_22-023,line,black,nan
OAH_22-024,line,grey,nan
OAH_22-025,line,grey,nan
OAH_22-026,line,multi,nan
OAH_22-027,line,white,nan
OAH_22-028,line,pink,nan
OAH_22-029,line,black,nan
OAH_22-030,line,grey,nan
OAH_22-031,line,orange,nan
OAH_22-032,line,white,nan
OAH_22-033,line,white,nan
OAH_22-034,line,white,nan
OAH_22-035,line,white,nan
OAH_22-036,line,yellow,nan
OAH_22-038,line,multi,nan
OAH_22-039,line,blue,nan
OAH_22-042,line,multi,nan
OAH_22-044,line,black,nan
OAH_22-045,line,black,nan
OAH_22-046,line,blue,nan
OAH_22-047,line,white,nan
OAH_22-048,line,multi,nan
OAH_22-052,line,blue,nan
OAH_22-053,line,grey,nan
OAH_22-054,line,white,nan
OAH_22-055,line,green,nan
OAH_22-057,line,white,nan
OAH_22-058,line,green,nan
OAH_22-059,line,yellow,nan
OAH_22-060,line,yellow,nan
OAH_22-063,hard plastic,blue,nan
OAH_22-064,line,multi,nan
OAH_22-065,line,multi,nan
OAH_22-066,line,white,nan
OAH_22-067,line,multi,nan
OAH_22-068,line,yellow,nan
OAH_22-069,line,orange,nan
OAH_22-070,line,multi,nan
OAH_22-071,line,white,nan
OAH_22-072,line,white,nan
OAH_22-073,line,green,nan
OAH_22-077,line,multi,nan
OAH_22-080,line,blue,nan
OAH_23-008,float,red,latinstyleletters
OAH_24-009,float,white,chinese
OAH_24-001,line,multi,nan
OAH_24-007,line,multi,nan
OAH_24-008,line,multi,nan
OAH_24-010,line,multi,nan
OAH_24-011,line,multi,nan
OAH_24-012,line,yellow,nan
OAH_24-016,line,yellow,nan
OAH_24-017,line,multi,nan
OAH_24-018,line,multi,nan
OAH_24-025,line,multi,nan
OAH_24-026,line,grey,nan
OAH_24-027,line,green,nan
OAH_24-030,line,yellow,nan
OAH_24-032,line,multi,nan
OAH_24-033,line,orange,nan
OAH_24-034,line,multi,nan
OAH_24-036,line,multi,nan
OAH_24-037,line,multi,nan
OAH_24-038,line,multi,nan
OAH_24-043,line,orange,nan
OAH_24-048,line,multi,nan
OAH_24-049,line,grey,nan
OAH_24-051,line,green,nan
OAH_24-053,line,multi,nan
OAH_24-055,line,black,nan
OAH_24-056,line,grey,nan
OAH_24-059,hard plastic,black,nan
OAH_24-065,line,green,nan
OAH_24-066,line,blue,nan
OAH_24-067,line,multi,nan
OAH_24-068,line,grey,nan
OAH_24-069,line,orange,nan
OAH_24-071,line,multi,nan
OAH_24-072,line,multi,nan
OAH_24-073,line,green,nan
OAH_24-074,line,green,nan
OAH_24-075,line,green,nan
OAH_24-076,line,multi,nan
OAH_24-077,line,white,nan
OAH_24-078,line,multi,nan
OAH_24-079,line,blue,nan
OAH_25-003,line,multi,nan
OAH_25-004,line,white,nan
OAH_25-006,line,multi,nan
OAH_25-007,line,multi,nan
OAH_27-005,line,black,nan
OAH_27-011,line,white,nan
OAH_27-014,line,grey,nan
OAH_27-015,line,multi,nan
OAH_27-016,line,orange,nan
OAH_27-017,line,black,nan
OAH_27-020,metal,multi,nan
OAH_27-021,line,green,nan
OAH_27-022,line,white,nan
OAH_27-026,line,grey,nan
OAH_27-030,line,multi,nan
OAH_27-038,line,grey,nan
OAH_27-039,line,blue,nan
OAH_27-040,line,grey,nan
OAH_27-041,hard plastic,black,nan
OAH_27-044,line,yellow,nan
OAH_27-051,line,multi,nan
OAH_27-052,line,multi,nan
OAH_27-055,line,black,nan
OAH_27-056,line,multi,nan
OAH_27-061,line,white,nan
OAH_27-073,line,orange,nan
OAH_27-074,line,blue,nan
OAH_27-076,line,multi,nan
OAH_28-011,line,pink,nan
OAH_28-012,line,black,nan
OAH_28-013,line,black,nan
OAH_28-014,line,green,nan
OAH_28-015,line,multi,nan
OAH_28-017,line,multi,nan
OAH_28-019,hard plastic,black,nan
OAH_28-022,metal,multi,nan
OAH_28-023,line,multi,nan
OAH_28-024,line,multi,nan
OAH_28-025,line,multi,nan
OAH_31-001,float,multi,nan
OAH_31-002,line,black,nan
OAH_34-006,line,multi,nan
OAH_34-008,line,black,nan
OAH_34-009,line,white,nan
OAH_34-010,line,blue,nan
OAH_34-012,line,multi,nan
OAH_34-013,line,multi,nan
OAH_34-014,line,grey,nan
OAH_34-017,line,grey,nan
OAH_34-018,line,orange,nan
OAH_34-019,line,green,nan
OAH_34-020,line,green,nan
OAH_34-021,line,green,nan
OAH_35-1,buoy,multi,nan
OAH_36-002,line,white,nan
OAH_36-003,line,black,nan
OAH_36-004,line,multi,nan
OAH_36-010,line,white,nan
OAH_36-011,line,pink,nan
OAH_36-012,hard plastic,black,nan
OAH_36-016,line,white,nan
OAH_36-017,line,blue,nan
OAH_36-018,line,blue,nan
OAH_36-019,line,multi,nan
OAH_36-022,line,white,nan
OAH_36-023,line,yellow,nan
OAH_36-024,line,blue,nan
OAH_36-025,line,multi,nan
OAH_36-026,line,blue,nan
OAH_36-028,line,yellow,nan
OAH_36-030,line,grey,nan
OAH_36-031,line,black,nan
OAH_36-033,line,yellow,nan
OAH_36-034,line,multi,nan
OAH_36-035,line,blue,nan
OAH_36-038,line,grey,nan
OAH_36-040,line,green,nan
OAH_36-044,line,white,nan
OAH_36-045,line,multi,nan
OAH_36-046,line,black,nan
OAH_36-047,line,multi,nan
OAH_36-048,line,white,nan
OAH_36-049,line,black,nan
OAH_36-050,hard plastic,black,nan
OAH_36-051,line,green,nan
OAH_36-052,line,grey,nan
OAH_36-053,line,black,nan
OAH_36-055,line,red,nan
OAH_36-056,line,multi,nan
OAH_36-057,line,grey,nan
OAH_36-058,line,green,nan
OAH_36-059,hard plastic,black,nan
OAH_36-060,line,yellow,nan
OAH_36-062,line,multi,nan
OAH_36-063,line,green,nan
OAH_36-064,line,green,nan
OAH_36-065,line,pink,nan
OAH_36-069,line,white,nan
OAH_36-070,line,multi,nan
OAH_36-072,line,orange,nan
OAH_36-073,line,yellow,nan
OAH_36-075,line,multi,nan
OAH_36-076,line,blue,nan
OAH_36-077,line,black,nan
OAH_36-079,line,blue,nan
OAH_36-080,line,multi,nan
OAH_39-001,line,black,nan
OAH_39-004,hard plastic,white,nan
OAH_39-005,line,yellow,nan
OAH_39-007,line,black,nan
OAH_39-009,line,orange,nan
OAH_39-014,line,pink,nan
OAH_39-018,line,blue,nan
OAH_39-019,line,multi,nan
OAH_39-020,line,multi,nan
OAH_39-021,hard plastic,pink,nan
OAH_39-031,line,grey,nan
OAH_39-033,line,multi,nan
OAH_39-034,line,multi,nan
OAH_39-040,line,multi,nan
OAH_39-041,hard plastic,pink,nan
OAH_39-052,line,multi,nan
OAH_39-056,line,blue,nan
OAH_39-057,line,grey,nan
OAH_39-067,line,multi,nan
OAH_40-001,line,multi,japanese
OAH_40-003,line,yellow,nan
OAH_40-004,hard plastic,black,nan
OAH_43-003,metal,multi,nan
OAH_43-004,metal,multi,nan
OAH_43-005,metal,multi,nan
OAH_44-001,float,yellow,latinstyleletters
OAH_44-002,hard plastic,green,nan
OAH_45-001,hard plastic,white,arabicnumber
OAH_49-2,line,white,nan
OAH_50-001,hard plastic,white,nan
OAH_50-003,line,white,nan
OAH_50-004,line,multi,nan
OAH_50-006,line,green,nan
OAH_50-007,line,grey,nan
OAH_50-009,line,red,nan
OAH_50-010,line,green,nan
OAH_50-011,line,green,nan
OAH_50-012,line,multi,nan
OAH_50-013,line,grey,nan
OAH_50-014,line,black,nan
OAH_50-015,line,yellow,nan
OAH_50-016,line,multi,nan
OAH_50-017,hard plastic,grey,nan
OAH_50-018,line,yellow,nan
OAH_50-019,line,blue,nan
OAH_50-021,line,black,nan
OAH_50-022,line,white,nan
OAH_50-024,line,grey,nan
OAH_50-025,line,blue,nan
OAH_50-026,line,multi,nan
OAH_50-028,line,multi,nan
OAH_50-034,line,multi,nan
OAH_50-036,line,white,nan
OAH_50-037,line,green,nan
OAH_50-039,line,multi,nan
OAH_50-040,line,pink,nan
OAH_50-041,line,green,nan
OAH_50-042,line,multi,nan
OAH_50-043,line,pink,nan
OAH_50-044,line,multi,nan
OAH_50-045,line,grey,nan
OAH_50-046,float,pink,japanese
OAH_50-047,line,blue,nan
OAH_50-051,line,multi,nan
OAH_50-053,line,multi,nan
OAH_50-055,line,white,nan
OAH_50-056,line,white,nan
OAH_50-057,line,green,nan
OAH_50-059,line,yellow,nan
OAH_50-060,line,multi,nan
OAH_50-061,line,white,nan
OAH_50-062,line,multi,nan
OAH_50-063,line,multi,nan
OAH_50-064,line,yellow,nan
OAH_50-065,hard plastic,white,nan
OAH_50-066,line,white,nan
OAH_50-067,line,green,nan
OAH_50-068,line,yellow,nan
OAH_50-069,hard plastic,grey,nan
OAH_50-070,line,green,nan
OAH_50-071,line,black,nan
OAH_50-072,line,multi,nan
OAH_50-073,line,multi,nan
OAH_50-074,line,orange,nan
OAH_50-076,line,white,nan
OAH_50-079,line,green,nan
OAH_50-080,line,multi,nan
OAH_51-001,line,green,nan
OAH_51-002,line,multi,nan
OAH_51-003,line,multi,nan
OAH_51-004,line,multi,nan
OAH_51-005,line,multi,nan
OAH_52-003,hard plastic,black,nan
OAH_52-007,line,black,nan
OAH_52-008,line,black,nan
OAH_52-009,line,black,nan
OAH_52-011,hard plastic,black,nan
OAH_55-001,float,multi,nan
OAH_56-001,float,white,nan
OAH_57-001,float,white,nan
OAH_63-001,hard plastic,black,nan
OAH_63-003,line,black,nan
OAH_63-004,line,green,nan
OAH_63-006,line,multi,nan
OAH_63-008,line,multi,nan
OAH_63-009,line,multi,nan
OAH_63-010,float,multi,nan
OAH_63-012,line,multi,nan
OAH_63-015,line,green,nan
OAH_63-016,hard plastic,black,nan
OAH_63-017,line,red,nan
OAH_63-018,line,white,nan
OAH_63-019,line,white,nan
OAH_63-020,hard plastic,black,nan
OAH_63-022,hard plastic,black,nan
OAH_63-023,hard plastic,black,nan
OAH_63-024,line,green,nan
OAH_63-025,line,white,nan
OAH_63-027,line,green,nan
OAH_63-028,line,green,nan
OAH_63-032,line,white,nan
OAH_63-033,line,grey,nan
OAH_63-034,line,green,nan
OAH_63-035,line,multi,nan
OAH_63-036,line,green,nan
OAH_63-037,line,green,nan
OAH_63-038,line,green,nan
OAH_63-039,line,green,nan
OAH_63-040,line,green,nan
OAH_63-041,line,green,nan
OAH_63-042,line,green,nan
OAH_64-001,float,white,nan
OAH_65-018,hard plastic,white,english
OAH_65-002,float,blue,chinese
OAH_65-004,line,white,nan
OAH_65-011,line,black,nan
OAH_65-012,line,green,nan
OAH_65-014,line,orange,nan
OAH_65-020,line,green,nan
OAH_65-021,hard plastic,clear,nan
OAH_65-024,line,blue,nan
OAH_65-025,line,grey,nan
OAH_65-029,metal,silver,nan
OAH_65-031,line,yellow,nan
OAH_65-033,line,green,nan
OAH_65-035,line,multi,nan
OAH_65-036,line,yellow,nan
OAH_65-037,line,white,nan
OAH_65-038,line,white,nan
OAH_65-044,line,black,nan
OAH_65-045,line,blue,nan
OAH_65-048,line,multi,nan
OAH_65-049,line,white,nan
OAH_65-053,line,green,nan
OAH_65-054,line,grey,nan
OAH_65-055,line,yellow,nan
OAH_65-058,line,green,nan
OAH_65-060,line,white,nan
OAH_65-061,line,yellow,nan
OAH_65-065,line,yellow,nan
OAH_65-067,line,orange,nan
OAH_65-068,line,white,nan
OAH_65-069,line,multi,nan
OAH_65-071,line,multi,nan
OAH_65-073,line,grey,nan
OAH_65-074,line,green,nan
OAH_65-075,hard plastic,black,nan
OAH_65-077,line,black,nan
OAH_65-079,line,green,nan
OAH_71-001,line,multi,nan
"Originally named 64A1= thinner twine making up the net, sample so weathered that it is yellow on the outside but reminense of orange coloring in the middle. yellow large net with multiple mesh sizes.-060",line,orange,nan
